Source,Target,Weight
C_CND_000037,Pale White,1
C_CND_000037,Auto,1
C_CND_000037,DoubleÂ Overhead Camshaft,1
C_CND_000037,SUV,1
C_CND_000037,20K–25K,1
C_CND_000038,Buick,1
C_CND_000038,Park Avenue,1
C_CND_000038,Black,1
C_CND_000038,Auto,1
C_CND_000038,DoubleÂ Overhead Camshaft,1
C_CND_000038,Hatchback,1
C_CND_000038,60K–65K,1
C_CND_000039,Mitsubishi,1
C_CND_000039,Montero Sport,1
C_CND_000039,Pale White,1
C_CND_000039,Auto,1
C_CND_000039,DoubleÂ Overhead Camshaft,1
C_CND_000039,SUV,1
C_CND_000039,35K–40K,1
C_CND_000040,Nissan,1
C_CND_000040,Sentra,1
C_CND_000040,Black,1
C_CND_000040,Auto,1
C_CND_000040,DoubleÂ Overhead Camshaft,1
C_CND_000040,Passenger,1
C_CND_000040,15K–20K,1
C_CND_000041,Chrysler,1
C_CND_000041,Sebring Coupe,1
C_CND_000041,Pale White,1
C_CND_000041,Manual,1
C_CND_000041,Overhead Camshaft,1
C_CND_000041,Sedan,1
C_CND_000041,25K–30K,1
C_CND_000042,Volvo,1
C_CND_000042,S80,1
C_CND_000042,Pale White,1
C_CND_000042,Manual,1
C_CND_000042,Overhead Camshaft,1
C_CND_000042,Sedan,1
C_CND_000042,20K–25K,1
C_CND_000043,Chevrolet,1
C_CND_000043,Lumina,1
C_CND_000043,Black,1
C_CND_000043,Manual,1
C_CND_000043,Overhead Camshaft,1
C_CND_000043,Passenger,1
C_CND_000043,40K–45K,1
C_CND_000044,Mitsubishi,1
C_CND_000044,Montero Sport,1
C_CND_000044,Black,1
C_CND_000044,Auto,1
C_CND_000044,DoubleÂ Overhead Camshaft,1
C_CND_000044,Hatchback,1
C_CND_000044,45K–50K,1
C_CND_000045,Pontiac,1
C_CND_000045,Bonneville,1
C_CND_000045,Black,1
C_CND_000045,Manual,1
C_CND_000045,Overhead Camshaft,1
C_CND_000045,Hatchback,1
C_CND_000045,35K–40K,1
C_CND_000046,Mercedes-B,1
C_CND_000046,C-Class,1
C_CND_000046,Pale White,1
C_CND_000046,Manual,1
C_CND_000046,Overhead Camshaft,1
C_CND_000046,Hatchback,1
C_CND_000046,10K–15K,1
C_CND_000047,BMW,1
C_CND_000047,323i,1
C_CND_000047,Pale White,1
C_CND_000047,Manual,1
C_CND_000047,Overhead Camshaft,1
C_CND_000047,Hatchback,1
C_CND_000047,20K–25K,1
C_CND_000048,Acura,1
C_CND_000048,TL,1
C_CND_000048,Pale White,1
C_CND_000048,Auto,1
C_CND_000048,DoubleÂ Overhead Camshaft,1
C_CND_000048,Hatchback,1
C_CND_000048,25K–30K,1
C_CND_000049,Nissan,1
C_CND_000049,Altima,1
C_CND_000049,Pale White,1
C_CND_000049,Auto,1
C_CND_000049,DoubleÂ Overhead Camshaft,1
C_CND_000049,Hatchback,1
C_CND_000049,15K–20K,1
C_CND_000050,Cadillac,1
C_CND_000050,DeVille,1
C_CND_000050,Pale White,1
C_CND_000050,Auto,1
C_CND_000050,DoubleÂ Overhead Camshaft,1
C_CND_000050,SUV,1
C_CND_000050,20K–25K,1
C_CND_000051,Dodge,1
C_CND_000051,Stratus,1
C_CND_000051,Pale White,1
C_CND_000051,Auto,1
C_CND_000051,DoubleÂ Overhead Camshaft,1
C_CND_000051,Hatchback,1
C_CND_000051,30K–35K,1
C_CND_000052,Audi,1
C_CND_000052,A4,1
C_CND_000052,Black,1
C_CND_000052,Auto,1
C_CND_000052,DoubleÂ Overhead Camshaft,1
C_CND_000052,Hardtop,1
C_CND_000052,25K–30K,1
C_CND_000053,Mercury,1
C_CND_000053,Cougar,1
C_CND_000053,Black,1
C_CND_000053,Auto,1
C_CND_000053,DoubleÂ Overhead Camshaft,1
C_CND_000053,Hatchback,1
C_CND_000053,30K–35K,1
C_CND_000054,Chevrolet,1
C_CND_000054,Malibu,1
C_CND_000054,Pale White,1
C_CND_000054,Manual,1
C_CND_000054,Overhead Camshaft,1
C_CND_000054,Hardtop,1
C_CND_000054,10K–15K,1
C_CND_000055,Acura,1
C_CND_000055,RL,1
C_CND_000055,Pale White,1
C_CND_000055,Manual,1
C_CND_000055,Overhead Camshaft,1
C_CND_000055,SUV,1
C_CND_000055,15K–20K,1
C_CND_000056,Saturn,1
C_CND_000056,SW,1
C_CND_000056,Pale White,1
C_CND_000056,Auto,1
C_CND_000056,DoubleÂ Overhead Camshaft,1
C_CND_000056,Passenger,1
C_CND_000056,25K–30K,1
C_CND_000057,Volvo,1
C_CND_000057,C70,1
C_CND_000057,Black,1
C_CND_000057,Manual,1
C_CND_000057,Overhead Camshaft,1
C_CND_000057,Hatchback,1
C_CND_000057,15K–20K,1
C_CND_000058,Mercury,1
C_CND_000058,Mountaineer,1
C_CND_000058,Pale White,1
C_CND_000058,Manual,1
C_CND_000058,Overhead Camshaft,1
C_CND_000058,SUV,1
C_CND_000058,20K–25K,1
C_CND_000059,Mercedes-B,1
C_CND_000059,C-Class,1
C_CND_000059,Pale White,1
C_CND_000059,Manual,1
C_CND_000059,Overhead Camshaft,1
C_CND_000059,Hatchback,1
C_CND_000059,10K–15K,1
C_CND_000060,Mercedes-B,1
C_CND_000060,SLK,1
C_CND_000060,Pale White,1
C_CND_000060,Manual,1
C_CND_000060,Overhead Camshaft,1
C_CND_000060,Passenger,1
C_CND_000060,15K–20K,1
C_CND_000061,Toyota,1
C_CND_000061,Tacoma,1
C_CND_000061,Black,1
C_CND_000061,Manual,1
C_CND_000061,Overhead Camshaft,1
C_CND_000061,Hardtop,1
C_CND_000061,35K–40K,1
C_CND_000062,Mercedes-B,1
C_CND_000062,C-Class,1
C_CND_000062,Pale White,1
C_CND_000062,Manual,1
C_CND_000062,Overhead Camshaft,1
C_CND_000062,Hatchback,1
C_CND_000062,15K–20K,1
C_CND_000063,Mercedes-B,1
C_CND_000063,M-Class,1
C_CND_000063,Pale White,1
C_CND_000063,Manual,1
C_CND_000063,Overhead Camshaft,1
C_CND_000063,Hatchback,1
C_CND_000063,40K–45K,1
C_CND_000064,Audi,1
C_CND_000064,A6,1
C_CND_000064,Black,1
C_CND_000064,Auto,1
C_CND_000064,DoubleÂ Overhead Camshaft,1
C_CND_000064,SUV,1
C_CND_000064,10K–15K,1
C_CND_000065,Dodge,1
C_CND_000065,Intrepid,1
C_CND_000065,Pale White,1
C_CND_000065,Auto,1
C_CND_000065,DoubleÂ Overhead Camshaft,1
C_CND_000065,Sedan,1
C_CND_000065,30K–35K,1
C_CND_000066,Buick,1
C_CND_000066,Park Avenue,1
C_CND_000066,Black,1
C_CND_000066,Auto,1
C_CND_000066,DoubleÂ Overhead Camshaft,1
C_CND_000066,Hatchback,1
C_CND_000066,60K–65K,1
C_CND_000067,Dodge,1
C_CND_000067,Viper,1
C_CND_000067,Black,1
C_CND_000067,Manual,1
C_CND_000067,Overhead Camshaft,1
C_CND_000067,SUV,1
C_CND_000067,25K–30K,1
C_CND_000068,Toyota,1
C_CND_000068,Sienna,1
C_CND_000068,Black,1
C_CND_000068,Manual,1
C_CND_000068,Overhead Camshaft,1
C_CND_000068,Passenger,1
C_CND_000068,10K–15K,1
C_CND_000069,Volvo,1
C_CND_000069,S40,1
C_CND_000069,Pale White,1
C_CND_000069,Auto,1
C_CND_000069,DoubleÂ Overhead Camshaft,1
C_CND_000069,Sedan,1
C_CND_000069,40K–45K,1
C_CND_000070,Mitsubishi,1
C_CND_000070,Diamante,1
C_CND_000070,Pale White,1
C_CND_000070,Auto,1
C_CND_000070,DoubleÂ Overhead Camshaft,1
C_CND_000070,Hatchback,1
C_CND_000070,20K–25K,1
C_CND_000071,Cadillac,1
C_CND_000071,DeVille,1
C_CND_000071,Pale White,1
C_CND_000071,Auto,1
C_CND_000071,DoubleÂ Overhead Camshaft,1
C_CND_000071,SUV,1
C_CND_000071,20K–25K,1
C_CND_000072,Jaguar,1
C_CND_000072,S-Type,1
C_CND_000072,Pale White,1
C_CND_000072,Manual,1
C_CND_000072,Overhead Camshaft,1
C_CND_000072,Passenger,1
C_CND_000072,40K–45K,1
C_CND_000073,Mitsubishi,1
C_CND_000073,Eclipse,1
C_CND_000073,Black,1
C_CND_000073,Manual,1
C_CND_000073,Overhead Camshaft,1
C_CND_000073,SUV,1
C_CND_000073,20K–25K,1
C_CND_000074,Ford,1
C_CND_000074,Contour,1
C_CND_000074,Pale White,1
C_CND_000074,Auto,1
C_CND_000074,DoubleÂ Overhead Camshaft,1
C_CND_000074,Sedan,1
C_CND_000074,60K–65K,1
C_CND_000075,Volkswagen,1
C_CND_000075,Jetta,1
C_CND_000075,Black,1
C_CND_000075,Auto,1
C_CND_000075,DoubleÂ Overhead Camshaft,1
C_CND_000075,Passenger,1
C_CND_000075,20K–25K,1
C_CND_000076,Mitsubishi,1
C_CND_000076,Montero Sport,1
C_CND_000076,Black,1
C_CND_000076,Auto,1
C_CND_000076,DoubleÂ Overhead Camshaft,1
C_CND_000076,SUV,1
C_CND_000076,40K–45K,1
C_CND_000077,Lincoln,1
C_CND_000077,Town car,1
C_CND_000077,Black,1
C_CND_000077,Manual,1
C_CND_000077,Overhead Camshaft,1
C_CND_000077,Hatchback,1
C_CND_000077,15K–20K,1
C_CND_000078,Ford,1
C_CND_000078,Focus,1
C_CND_000078,Black,1
C_CND_000078,Manual,1
C_CND_000078,Overhead Camshaft,1
C_CND_000078,Hardtop,1
C_CND_000078,45K–50K,1
C_CND_000079,Audi,1
C_CND_000079,A6,1
C_CND_000079,Black,1
C_CND_000079,Manual,1
C_CND_000079,Overhead Camshaft,1
C_CND_000079,SUV,1
C_CND_000079,10K–15K,1
C_CND_000080,Acura,1
C_CND_000080,TL,1
C_CND_000080,Black,1
C_CND_000080,Auto,1
C_CND_000080,DoubleÂ Overhead Camshaft,1
C_CND_000080,Hatchback,1
C_CND_000080,25K–30K,1
C_CND_000081,Nissan,1
C_CND_000081,Pathfinder,1
C_CND_000081,Pale White,1
C_CND_000081,Auto,1
C_CND_000081,DoubleÂ Overhead Camshaft,1
C_CND_000081,Hardtop,1
C_CND_000081,45K–50K,1
C_CND_000082,Ford,1
C_CND_000082,Mustang,1
C_CND_000082,Pale White,1
C_CND_000082,Manual,1
C_CND_000082,Overhead Camshaft,1
C_CND_000082,Hatchback,1
C_CND_000082,40K–45K,1
C_CND_000083,Oldsmobile,1
C_CND_000083,Cutlass,1
C_CND_000083,Pale White,1
C_CND_000083,Auto,1
C_CND_000083,DoubleÂ Overhead Camshaft,1
C_CND_000083,Sedan,1
C_CND_000083,40K–45K,1
C_CND_000084,Chevrolet,1
C_CND_000084,Corvette,1
C_CND_000084,Pale White,1
C_CND_000084,Auto,1
C_CND_000084,DoubleÂ Overhead Camshaft,1
C_CND_000084,SUV,1
C_CND_000084,40K–45K,1
C_CND_000085,Chevrolet,1
C_CND_000085,Impala,1
C_CND_000085,Pale White,1
C_CND_000085,Manual,1
C_CND_000085,Overhead Camshaft,1
C_CND_000085,Hatchback,1
C_CND_000085,20K–25K,1
C_CND_000086,Volkswagen,1
C_CND_000086,Cabrio,1
C_CND_000086,Pale White,1
C_CND_000086,Manual,1
C_CND_000086,Overhead Camshaft,1
C_CND_000086,Sedan,1
C_CND_000086,25K–30K,1
C_CND_000087,Dodge,1
C_CND_000087,Dakota,1
C_CND_000087,Pale White,1
C_CND_000087,Manual,1
C_CND_000087,Overhead Camshaft,1
C_CND_000087,Sedan,1
C_CND_000087,10K–15K,1
C_CND_000088,Chrysler,1
C_CND_000088,300M,1
C_CND_000088,Black,1
C_CND_000088,Auto,1
C_CND_000088,DoubleÂ Overhead Camshaft,1
C_CND_000088,SUV,1
C_CND_000088,25K–30K,1
C_CND_000089,BMW,1
C_CND_000089,328i,1
C_CND_000089,Black,1
C_CND_000089,Auto,1
C_CND_000089,DoubleÂ Overhead Camshaft,1
C_CND_000089,Sedan,1
C_CND_000089,15K–20K,1
C_CND_000090,Oldsmobile,1
C_CND_000090,Bravada,1
C_CND_000090,Pale White,1
C_CND_000090,Auto,1
C_CND_000090,DoubleÂ Overhead Camshaft,1
C_CND_000090,Hatchback,1
C_CND_000090,15K–20K,1
C_CND_000091,Nissan,1
C_CND_000091,Maxima,1
C_CND_000091,Pale White,1
C_CND_000091,Manual,1
C_CND_000091,Overhead Camshaft,1
C_CND_000091,Sedan,1
C_CND_000091,20K–25K,1
C_CND_000092,Dodge,1
C_CND_000092,Ram Pickup,1
C_CND_000092,Pale White,1
C_CND_000092,Manual,1
C_CND_000092,Overhead Camshaft,1
C_CND_000092,Hardtop,1
C_CND_000092,20K–25K,1
C_CND_000093,Chrysler,1
C_CND_000093,Concorde,1
C_CND_000093,Pale White,1
C_CND_000093,Auto,1
C_CND_000093,DoubleÂ Overhead Camshaft,1
C_CND_000093,Hardtop,1
C_CND_000093,45K–50K,1
C_CND_000094,Chrysler,1
C_CND_000094,300M,1
C_CND_000094,Pale White,1
C_CND_000094,Auto,1
C_CND_000094,DoubleÂ Overhead Camshaft,1
C_CND_000094,SUV,1
C_CND_000094,15K–20K,1
C_CND_000095,Volvo,1
C_CND_000095,V70,1
C_CND_000095,Black,1
C_CND_000095,Auto,1
C_CND_000095,DoubleÂ Overhead Camshaft,1
C_CND_000095,Passenger,1
C_CND_000095,35K–40K,1
C_CND_000096,Nissan,1
C_CND_000096,Quest,1
C_CND_000096,Black,1
C_CND_000096,Manual,1
C_CND_000096,Overhead Camshaft,1
C_CND_000096,SUV,1
C_CND_000096,15K–20K,1
C_CND_000097,Chrysler,1
C_CND_000097,LHS,1
C_CND_000097,Black,1
C_CND_000097,Auto,1
C_CND_000097,DoubleÂ Overhead Camshaft,1
C_CND_000097,Hatchback,1
C_CND_000097,25K–30K,1
C_CND_000098,Honda,1
C_CND_000098,Accord,1
C_CND_000098,Black,1
C_CND_000098,Manual,1
C_CND_000098,Overhead Camshaft,1
C_CND_000098,Sedan,1
C_CND_000098,40K–45K,1
C_CND_000099,Nissan,1
C_CND_000099,Maxima,1
C_CND_000099,Pale White,1
C_CND_000099,Manual,1
C_CND_000099,Overhead Camshaft,1
C_CND_000099,Sedan,1
C_CND_000099,50K–55K,1
C_CND_000100,Dodge,1
C_CND_000100,Durango,1
C_CND_000100,Pale White,1
C_CND_000100,Auto,1
C_CND_000100,DoubleÂ Overhead Camshaft,1
C_CND_000100,SUV,1
C_CND_000100,20K–25K,1
C_CND_000101,Lexus,1
C_CND_000101,ES300,1
C_CND_000101,Black,1
C_CND_000101,Auto,1
C_CND_000101,DoubleÂ Overhead Camshaft,1
C_CND_000101,SUV,1
C_CND_000101,15K–20K,1
C_CND_000102,BMW,1
C_CND_000102,328i,1
C_CND_000102,Black,1
C_CND_000102,Auto,1
C_CND_000102,DoubleÂ Overhead Camshaft,1
C_CND_000102,Sedan,1
C_CND_000102,15K–20K,1
C_CND_000103,Toyota,1
C_CND_000103,Land Cruiser,1
C_CND_000103,Pale White,1
C_CND_000103,Auto,1
C_CND_000103,DoubleÂ Overhead Camshaft,1
C_CND_000103,SUV,1
C_CND_000103,10K–15K,1
C_CND_000104,Mercedes-B,1
C_CND_000104,SL-Class,1
C_CND_000104,Black,1
C_CND_000104,Manual,1
C_CND_000104,Overhead Camshaft,1
C_CND_000104,Hardtop,1
C_CND_000104,35K–40K,1
C_CND_000105,Ford,1
C_CND_000105,Explorer,1
C_CND_000105,Pale White,1
C_CND_000105,Auto,1
C_CND_000105,DoubleÂ Overhead Camshaft,1
C_CND_000105,Hatchback,1
C_CND_000105,40K–45K,1
C_CND_000106,Nissan,1
C_CND_000106,Pathfinder,1
C_CND_000106,Pale White,1
C_CND_000106,Auto,1
C_CND_000106,DoubleÂ Overhead Camshaft,1
C_CND_000106,Hatchback,1
C_CND_000106,20K–25K,1
C_CND_000107,Volvo,1
C_CND_000107,C70,1
C_CND_000107,Black,1
C_CND_000107,Auto,1
C_CND_000107,DoubleÂ Overhead Camshaft,1
C_CND_000107,Hatchback,1
C_CND_000107,45K–50K,1
C_CND_000108,Chevrolet,1
C_CND_000108,Prizm,1
C_CND_000108,Pale White,1
C_CND_000108,Manual,1
C_CND_000108,Overhead Camshaft,1
C_CND_000108,Hardtop,1
C_CND_000108,20K–25K,1
C_CND_000109,Mercury,1
C_CND_000109,Grand Marquis,1
C_CND_000109,Pale White,1
C_CND_000109,Manual,1
C_CND_000109,Overhead Camshaft,1
C_CND_000109,SUV,1
C_CND_000109,70K–75K,1
C_CND_000110,Chevrolet,1
C_CND_000110,Camaro,1
C_CND_000110,Pale White,1
C_CND_000110,Auto,1
C_CND_000110,DoubleÂ Overhead Camshaft,1
C_CND_000110,Sedan,1
C_CND_000110,15K–20K,1
C_CND_000111,Subaru,1
C_CND_000111,Outback,1
C_CND_000111,Pale White,1
C_CND_000111,Auto,1
C_CND_000111,DoubleÂ Overhead Camshaft,1
C_CND_000111,SUV,1
C_CND_000111,55K–60K,1
C_CND_000112,Buick,1
C_CND_000112,Park Avenue,1
C_CND_000112,Pale White,1
C_CND_000112,Auto,1
C_CND_000112,DoubleÂ Overhead Camshaft,1
C_CND_000112,Hatchback,1
C_CND_000112,60K–65K,1
C_CND_000113,Ford,1
C_CND_000113,Taurus,1
C_CND_000113,Black,1
C_CND_000113,Manual,1
C_CND_000113,Overhead Camshaft,1
C_CND_000113,SUV,1
C_CND_000113,65K–70K,1
C_CND_000114,Chevrolet,1
C_CND_000114,Cavalier,1
C_CND_000114,Pale White,1
C_CND_000114,Manual,1
C_CND_000114,Overhead Camshaft,1
C_CND_000114,SUV,1
C_CND_000114,20K–25K,1
C_CND_000115,Audi,1
C_CND_000115,A4,1
C_CND_000115,Black,1
C_CND_000115,Auto,1
C_CND_000115,DoubleÂ Overhead Camshaft,1
C_CND_000115,Hardtop,1
C_CND_000115,25K–30K,1
C_CND_000116,Ford,1
C_CND_000116,Focus,1
C_CND_000116,Black,1
C_CND_000116,Manual,1
C_CND_000116,Overhead Camshaft,1
C_CND_000116,Hardtop,1
C_CND_000116,45K–50K,1
C_CND_000117,Mitsubishi,1
C_CND_000117,Diamante,1
C_CND_000117,Black,1
C_CND_000117,Manual,1
C_CND_000117,Overhead Camshaft,1
C_CND_000117,Hatchback,1
C_CND_000117,45K–50K,1
C_CND_000118,Lexus,1
C_CND_000118,GS400,1
C_CND_000118,Black,1
C_CND_000118,Auto,1
C_CND_000118,DoubleÂ Overhead Camshaft,1
C_CND_000118,Hatchback,1
C_CND_000118,10K–15K,1
C_CND_000119,Mercedes-B,1
C_CND_000119,M-Class,1
C_CND_000119,Pale White,1
C_CND_000119,Manual,1
C_CND_000119,Overhead Camshaft,1
C_CND_000119,Hatchback,1
C_CND_000119,20K–25K,1
C_CND_000120,Chrysler,1
C_CND_000120,Concorde,1
C_CND_000120,Pale White,1
C_CND_000120,Auto,1
C_CND_000120,DoubleÂ Overhead Camshaft,1
C_CND_000120,Hatchback,1
C_CND_000120,40K–45K,1
C_CND_000121,Chrysler,1
C_CND_000121,Sebring Coupe,1
C_CND_000121,Pale White,1
C_CND_000121,Auto,1
C_CND_000121,DoubleÂ Overhead Camshaft,1
C_CND_000121,Sedan,1
C_CND_000121,15K–20K,1
C_CND_000122,Chevrolet,1
C_CND_000122,Monte Carlo,1
C_CND_000122,Pale White,1
C_CND_000122,Manual,1
C_CND_000122,Overhead Camshaft,1
C_CND_000122,Hatchback,1
C_CND_000122,25K–30K,1
C_CND_000123,Cadillac,1
C_CND_000123,Eldorado,1
C_CND_000123,Pale White,1
C_CND_000123,Auto,1
C_CND_000123,DoubleÂ Overhead Camshaft,1
C_CND_000123,Passenger,1
